"KNK_T2","KNK-12IN-G1-5JS-117-106","VALVE, SWING CHECK, TOPSIDE","VACH","VA"
"KNK_T2","KNK-12IN-G1-5JSE-117-005","VALVE, CHECK, TOPSIDE","VACH","VA"
"KNK_T2","KNK-12IN-G1H-5JP-116-202","VALVE, CHECK, TOPSIDE","VACH","VA"
"KNK_T2","KNK-12IN-G1H-5JP-116-209","VALVE, CHECK, TOPSIDE","VACH","VA"
"KNK_T2","KNK-12IN-G1H-5JS-116","VALVE, CHECK, TOPSIDE","VACH","VA"
"KNK_T2","KNK-12IN-G1H-5JS-116-001","VALVE, CHECK, TOPSIDE","VACH","VA"
"KNK_T2","KNK-12IN-G2-2JR-136-018","VALVE, BALL, ISOLATION, SWI-A DISCH TO TURRET","VABA","VA"
"KNK_T2","KNK-12IN-G2-2JR-136-051","VALVE, BALL, ISOLATION, SWI-C DISCH TO TURRET","VABA","VA"
"KNK_T2","KNK-12IN-G2-5JS-136-016","VALVE, CHECK, TS, SWI P/P A","VACH","VA"
"KNK_T2","KNK-12IN-G2-5JS-136-033","VALVE, CHECK, TS, SWI P/P B","VACH","VA"
"KNK_T2","KNK-12IN-G2-5JS-136-049","VALVE, CHECK, TS, SWI P/P C","VACH","VA"
"KNK_T2","KNK-12IN-G4-2GF-301-004-TU","VALVE, DBB, Z-0870-1 PIG/L OUTLET, RISER 10","VAGN","VA"
"KNK_T2","KNK-12IN-G4-2GF-301-005-TU","VALVE, DBB, Z-0870-1 PIG/L OUTLET, RISER 10","VAGN","VA"
"KNK_T2","KNK-12IN-G4-2GF-301-024-TU","VALVE, DBB, Z-0870-2 PIG/R INLET, RISER 11","VAGN","VA"
"KNK_T2","KNK-12IN-G4-2GF-301-025-TU","VALVE, DBB, Z-0870-2 PIG/R INLET, RISER 11","VAGN","VA"
"KNK_T2","KNK-12IN-G4-2GF-301-043-TU","VALVE, DBB, Z-0870-3 PIG/L OUTLET, RISER 17","VAGN","VA"
"KNK_T2","KNK-12IN-G4-2GF-301-044-TU","VALVE, DBB, Z-0870-3 PIG/L OUTLET, RISER 17","VAGN","VA"
"KNK_T2","KNK-12IN-G4-2GF-301-063-TU","VALVE, DBB, Z-0870-4 PIG/R INLET, RISER 16","VAGN","VA"
"KNK_T2","KNK-12IN-G4-2GF-301-064-TU","VALVE, DBB, Z-0870-4 PIG/R INLET, RISER 16","VAGN","VA"
"KNK_T2","KNK-12IN-G4-2GF-301-082-TU","VALVE, DBB, Z-0870-3 PIG/L OUTLET, RISER 08","VAGN","VA"
"KNK_T2","KNK-12IN-G4-2GF-301-083-TU","VALVE, DBB, Z-0870-3 PIG/L OUTLET, RISER 08","VAGN","VA"
